area_name,city,latitude,longitude,street_light,crowd,crime_area,nearby_shop,open_businesses,recent_crime_reports,crime_type,timestamp,safety_score
Kothrud,Pune,18.64935,73.859571,poor,medium,medium,True,20,1,robbery,2026-11-21 07:47,62
Hinjewadi,Pune,18.559184,73.939847,poor,low,low,False,12,7,robbery,2026-01-18 20:50,36
Hinjewadi,Pune,18.549957,73.713811,good,medium,high,True,37,2,snatching,2026-01-30 17:48,64
Camp,Pune,18.543221,73.911474,good,high,low,True,9,5,theft,2026-10-14 03:45,85
Hinjewadi,Pune,18.622478,73.860859,good,high,low,False,18,1,snatching,2026-03-14 11:26,89
Hinjewadi,Pune,18.554748,73.763407,good,low,low,False,40,4,robbery,2026-07-04 05:05,65
Yerwada,Pune,18.526161,73.900004,poor,low,medium,False,6,6,none,2026-05-23 07:51,24
Yerwada,Pune,18.585573,73.877836,poor,low,low,True,18,8,snatching,2026-05-21 13:17,41
Kothrud,Pune,18.633129,73.770162,good,low,medium,False,5,5,snatching,2026-04-11 11:30,47
Aundh,Pune,18.638968,73.881949,good,medium,medium,True,21,4,theft,2026-02-20 18:07,73
Viman Nagar,Pune,18.472903,73.825656,good,medium,high,True,27,4,harassment,2026-07-23 03:29,58
Wakad,Pune,18.506784,73.725901,good,low,medium,True,29,0,harassment,2026-02-16 13:10,70
Pimpri,Pune,18.595348,73.935752,poor,medium,medium,True,22,7,theft,2026-12-13 10:58,44
Camp,Pune,18.64648,73.917444,moderate,low,medium,True,24,4,harassment,2026-07-07 19:11,48
Hinjewadi,Pune,18.618886,73.925949,moderate,high,high,True,37,6,harassment,2026-09-08 12:37,42
Camp,Pune,18.502392,73.841297,good,medium,low,False,22,2,theft,2026-09-13 01:32,86
Kharadi,Pune,18.631537,73.870857,good,high,low,False,26,0,theft,2026-08-12 15:04,92
Camp,Pune,18.615706,73.713668,moderate,low,medium,True,38,4,snatching,2026-12-07 17:35,48
Hinjewadi,Pune,18.579891,73.873673,poor,medium,medium,True,17,7,theft,2026-09-25 23:01,44
Pimpri,Pune,18.596388,73.903097,moderate,medium,low,False,13,8,none,2026-03-23 10:18,58
Baner,Pune,18.469602,73.90142,moderate,low,low,False,34,7,robbery,2026-08-14 05:24,46
Pashan,Pune,18.481839,73.822934,moderate,low,high,True,11,8,theft,2026-11-06 08:49,21
Yerwada,Pune,18.58192,73.915298,good,medium,high,False,34,8,robbery,2026-05-08 01:50,38
Aundh,Pune,18.479933,73.92221,good,medium,low,False,35,7,theft,2026-12-09 00:45,71
Kharadi,Pune,18.586124,73.832963,poor,medium,high,False,36,8,snatching,2026-02-03 16:02,18
Chinchwad,Pune,18.479598,73.801211,good,medium,low,False,25,7,none,2026-12-09 09:48,71
Hadapsar,Pune,18.625278,73.851275,poor,high,high,False,32,1,theft,2026-04-12 22:06,39
Camp,Pune,18.589863,73.889748,moderate,high,high,False,16,6,theft,2026-11-12 09:49,34
Shivaji Nagar,Pune,18.577052,73.831812,moderate,high,medium,True,2,8,none,2026-03-10 09:28,51
Camp,Pune,18.52809,73.921511,moderate,low,medium,False,15,2,none,2026-10-20 19:36,46
Kothrud,Pune,18.617355,73.938211,moderate,high,medium,False,33,1,snatching,2026-04-22 13:45,64
Shivaji Nagar,Pune,18.600995,73.948861,moderate,medium,high,True,5,8,harassment,2026-04-26 01:49,36
Viman Nagar,Pune,18.579312,73.763394,moderate,low,medium,False,27,3,snatching,2026-02-09 11:04,43
Wakad,Pune,18.637152,73.82534,good,high,high,True,0,6,robbery,2026-06-15 05:02,52
Wakad,Pune,18.62463,73.940389,poor,high,low,False,22,7,robbery,2026-02-23 00:25,51
Chinchwad,Pune,18.632547,73.798601,good,low,high,True,32,6,robbery,2026-09-08 13:04,37
Pashan,Pune,18.517433,73.945783,moderate,low,medium,True,13,3,snatching,2026-06-12 04:20,51
Kharadi,Pune,18.593143,73.8822,moderate,medium,medium,True,19,3,snatching,2026-03-03 04:25,66
Pashan,Pune,18.512532,73.940393,moderate,high,low,True,17,4,harassment,2026-05-06 13:33,78
Kharadi,Pune,18.461832,73.703875,good,low,medium,True,14,4,harassment,2026-03-16 20:26,58
Kothrud,Pune,18.63561,73.863112,poor,medium,medium,True,36,3,theft,2026-05-29 10:14,56
Hadapsar,Pune,18.612661,73.880857,poor,medium,medium,False,13,7,robbery,2026-12-10 18:25,36
Shivaji Nagar,Pune,18.537976,73.735532,poor,high,low,False,31,6,theft,2026-11-01 03:05,54
Hadapsar,Pune,18.502645,73.919065,moderate,low,low,False,40,4,snatching,2026-11-26 01:28,55
Kothrud,Pune,18.494263,73.795315,poor,low,low,False,24,3,theft,2026-01-13 12:33,48
Kothrud,Pune,18.544646,73.741175,good,high,high,False,29,0,robbery,2026-10-27 04:10,62
Pashan,Pune,18.455997,73.925198,moderate,medium,high,True,15,2,robbery,2026-09-25 10:40,54
Hinjewadi,Pune,18.572192,73.892414,poor,low,low,False,1,2,theft,2026-08-29 08:53,51
Pashan,Pune,18.498579,73.813842,good,low,low,True,30,5,none,2026-12-11 18:16,70
Baner,Pune,18.508186,73.730428,good,medium,high,False,5,6,robbery,2026-08-20 07:01,44
Baner,Pune,18.61738,73.775501,good,low,low,True,31,1,theft,2026-11-13 19:24,82
Hadapsar,Pune,18.476098,73.767017,moderate,medium,low,True,40,5,theft,2026-10-30 02:24,75
Pashan,Pune,18.521065,73.742234,moderate,high,low,True,7,8,theft,2026-07-16 21:23,66
Viman Nagar,Pune,18.555089,73.850298,poor,low,low,True,16,8,harassment,2026-11-01 00:42,41
Kharadi,Pune,18.481131,73.784512,poor,medium,high,False,19,2,robbery,2026-07-22 22:46,36
Aundh,Pune,18.551039,73.9249,good,medium,low,False,14,1,robbery,2026-09-28 16:10,89
Baner,Pune,18.484327,73.771014,good,low,high,False,10,2,snatching,2026-03-17 23:40,41
Pimpri,Pune,18.511785,73.801681,moderate,high,medium,True,34,1,snatching,2026-11-29 14:15,72
Shivaji Nagar,Pune,18.489806,73.880502,good,medium,high,True,32,2,robbery,2026-08-14 15:46,64
Pashan,Pune,18.520457,73.843171,poor,medium,medium,True,21,6,snatching,2026-02-15 01:35,47
Pimpri,Pune,18.469824,73.935621,poor,high,low,True,8,8,robbery,2026-10-21 09:39,56
Baner,Pune,18.588473,73.802279,poor,medium,medium,True,18,4,snatching,2026-11-09 23:11,53
Pashan,Pune,18.516324,73.938498,good,high,medium,True,3,5,theft,2026-09-15 04:13,70
Hinjewadi,Pune,18.601029,73.815234,poor,low,high,True,28,5,theft,2026-06-22 15:21,20
Kothrud,Pune,18.587918,73.871596,poor,low,low,False,17,1,snatching,2026-10-25 04:06,54
Camp,Pune,18.482891,73.790505,moderate,high,high,False,0,3,theft,2026-08-02 03:36,43
Pimpri,Pune,18.595171,73.84839,moderate,medium,medium,True,25,7,robbery,2026-10-18 18:51,54
Kothrud,Pune,18.597968,73.928887,good,medium,high,False,6,0,snatching,2026-09-16 14:30,62
Chinchwad,Pune,18.486738,73.799283,moderate,low,medium,True,11,1,theft,2026-11-06 02:25,57
MG Road,Pune,18.601291,73.825545,moderate,low,medium,True,35,1,none,2026-02-06 23:59,57
Yerwada,Pune,18.529625,73.855732,poor,medium,high,True,40,5,theft,2026-08-03 02:56,35
Yerwada,Pune,18.498769,73.727898,good,medium,high,False,32,6,snatching,2026-02-10 00:15,44
Chinchwad,Pune,18.454362,73.707995,moderate,high,low,False,12,4,theft,2026-10-30 16:32,70
Yerwada,Pune,18.49835,73.805832,good,medium,high,True,33,5,snatching,2026-11-12 20:21,55
Aundh,Pune,18.64213,73.931875,poor,low,medium,True,3,8,harassment,2026-09-23 22:07,26
Kothrud,Pune,18.597709,73.877611,moderate,high,medium,False,21,0,robbery,2026-03-05 05:07,67
Shivaji Nagar,Pune,18.495537,73.822409,poor,medium,low,True,38,0,none,2026-03-23 04:28,80
Baner,Pune,18.59203,73.822594,poor,medium,low,False,40,2,snatching,2026-11-17 16:02,66
Shivaji Nagar,Pune,18.508805,73.757336,good,low,medium,True,37,6,theft,2026-05-10 04:52,52
Shivaji Nagar,Pune,18.536378,73.72665,moderate,high,high,True,24,7,harassment,2026-01-23 05:45,39
Kothrud,Pune,18.573899,73.781221,poor,low,medium,True,0,2,harassment,2026-09-21 03:40,44
Viman Nagar,Pune,18.479064,73.857431,poor,high,low,True,26,3,theft,2026-02-22 21:58,71
Wakad,Pune,18.462498,73.738446,poor,high,high,False,25,7,harassment,2026-10-26 12:32,21
Pimpri,Pune,18.526782,73.789294,good,medium,medium,False,28,3,harassment,2026-12-07 14:41,68
Shivaji Nagar,Pune,18.641122,73.942147,good,low,low,True,34,2,snatching,2026-08-02 18:05,79
Baner,Pune,18.491901,73.837322,moderate,medium,medium,True,21,8,robbery,2026-05-29 09:49,51
Aundh,Pune,18.480813,73.712165,moderate,high,medium,True,11,4,theft,2026-10-11 15:15,63
Kharadi,Pune,18.526519,73.731308,poor,low,low,True,9,8,none,2026-11-15 21:30,41
Kothrud,Pune,18.500749,73.875527,moderate,low,high,True,5,1,snatching,2026-08-08 14:16,42
MG Road,Pune,18.640808,73.895551,good,medium,low,True,29,1,snatching,2026-06-03 02:43,97
Wakad,Pune,18.464085,73.780805,poor,low,high,True,29,1,robbery,2026-08-28 10:39,32
Kharadi,Pune,18.523258,73.784272,poor,low,medium,False,33,3,snatching,2026-06-06 01:40,33
Chinchwad,Pune,18.452399,73.924118,moderate,medium,low,True,2,2,harassment,2026-12-06 13:56,84
Kharadi,Pune,18.554916,73.838066,moderate,medium,medium,True,33,2,none,2026-02-07 22:19,69
Pashan,Pune,18.53189,73.723185,poor,high,low,True,37,0,snatching,2026-12-04 07:07,80
Viman Nagar,Pune,18.52732,73.812406,poor,low,low,False,31,3,none,2026-10-23 08:50,48
Camp,Pune,18.557775,73.931134,good,high,medium,True,20,6,snatching,2026-03-18 16:50,67
Chinchwad,Pune,18.516616,73.837282,poor,low,low,False,13,4,harassment,2026-10-08 07:24,45
Pimpri,Pune,18.513878,73.886391,moderate,low,medium,False,5,7,theft,2026-06-14 11:11,31
Viman Nagar,Pune,18.645286,73.793699,poor,high,low,True,20,6,theft,2026-03-12 09:23,62
Wakad,Pune,18.4921,73.940272,poor,high,low,False,15,6,robbery,2026-09-18 22:01,54
Aundh,Pune,18.507312,73.90216,moderate,low,medium,True,2,7,snatching,2026-01-30 11:49,39
Hadapsar,Pune,18.59972,73.755413,moderate,medium,low,True,20,7,robbery,2026-03-04 01:27,69
Viman Nagar,Pune,18.623268,73.749604,good,medium,medium,False,36,3,robbery,2026-07-23 16:21,68
Camp,Pune,18.578906,73.773857,poor,medium,medium,True,26,3,none,2026-07-09 07:14,56
Pimpri,Pune,18.469096,73.905763,good,low,high,False,23,7,none,2026-09-29 23:55,26
Kothrud,Pune,18.580771,73.914635,moderate,high,high,True,2,4,robbery,2026-04-17 18:03,48
Hinjewadi,Pune,18.577852,73.865983,moderate,low,high,True,29,2,none,2026-06-25 07:01,39
Yerwada,Pune,18.474627,73.750385,good,low,medium,True,14,1,none,2026-02-11 19:39,67
Aundh,Pune,18.51729,73.841894,moderate,high,medium,True,9,0,robbery,2026-01-10 06:45,75
Kothrud,Pune,18.559816,73.941234,good,medium,low,False,14,3,none,2026-09-19 22:12,83
Viman Nagar,Pune,18.557051,73.928404,poor,high,medium,True,17,7,harassment,2026-08-04 01:49,44
Aundh,Pune,18.570827,73.792406,poor,medium,low,False,7,0,snatching,2026-11-03 12:48,72
Pashan,Pune,18.552917,73.874798,moderate,low,high,True,11,4,snatching,2026-12-12 16:34,33
Yerwada,Pune,18.597479,73.865508,poor,low,high,False,7,4,theft,2026-10-31 03:13,15
Wakad,Pune,18.565903,73.761321,poor,medium,high,True,16,5,snatching,2026-10-30 19:42,35
Viman Nagar,Pune,18.504439,73.718327,poor,high,medium,True,4,7,snatching,2026-02-08 03:46,44
Pimpri,Pune,18.455429,73.747721,good,low,high,False,22,3,snatching,2026-07-09 18:06,38
Hadapsar,Pune,18.521218,73.865024,good,medium,medium,True,37,6,theft,2026-12-09 16:00,67
Hadapsar,Pune,18.61132,73.758132,poor,medium,low,False,13,6,harassment,2026-08-14 01:52,54
Shivaji Nagar,Pune,18.495179,73.778454,moderate,high,low,False,35,6,harassment,2026-05-14 09:51,64
Hadapsar,Pune,18.481704,73.812471,poor,low,low,False,33,0,theft,2026-07-29 14:13,57
Camp,Pune,18.566662,73.720196,poor,high,medium,False,14,5,harassment,2026-07-28 13:44,42
Camp,Pune,18.607139,73.805541,poor,low,medium,True,19,8,robbery,2026-12-14 03:27,26
Hadapsar,Pune,18.644184,73.878991,good,medium,high,False,27,0,none,2026-01-12 14:14,62
Baner,Pune,18.4859,73.785766,good,medium,low,False,18,4,none,2026-02-06 20:20,80
Wakad,Pune,18.489534,73.744893,good,high,low,True,35,0,robbery,2026-07-10 17:58,100
Yerwada,Pune,18.625966,73.757439,good,medium,low,True,2,4,snatching,2026-09-06 22:59,88
Wakad,Pune,18.596462,73.79828,poor,low,high,False,7,5,snatching,2026-01-12 14:41,12
Pimpri,Pune,18.622039,73.900216,moderate,high,medium,False,35,5,none,2026-05-16 16:25,52
Shivaji Nagar,Pune,18.461659,73.836548,poor,high,medium,False,6,4,none,2026-11-12 22:06,45
MG Road,Pune,18.550785,73.848111,poor,low,medium,True,39,4,none,2026-12-04 11:42,38
Hinjewadi,Pune,18.605288,73.833249,moderate,high,low,True,1,2,theft,2026-04-20 21:05,84
Kothrud,Pune,18.503823,73.71501,good,low,medium,False,17,5,none,2026-05-28 05:57,47
Viman Nagar,Pune,18.543656,73.738898,good,high,high,True,21,2,harassment,2026-01-18 15:19,64
Chinchwad,Pune,18.543786,73.735459,good,high,medium,True,3,6,snatching,2026-07-12 10:02,67
Wakad,Pune,18.489858,73.879863,poor,high,medium,False,35,2,harassment,2026-11-21 15:43,51
Hinjewadi,Pune,18.605653,73.761405,poor,low,medium,True,33,7,harassment,2026-01-10 11:22,29
Shivaji Nagar,Pune,18.560685,73.847837,moderate,low,low,False,6,2,none,2026-03-05 22:51,61
Baner,Pune,18.46684,73.881132,moderate,medium,medium,False,37,0,theft,2026-02-03 19:23,67
Aundh,Pune,18.605085,73.904902,good,medium,medium,True,19,5,none,2026-01-31 01:07,70
Pashan,Pune,18.542101,73.76632,moderate,high,low,True,16,6,none,2026-07-02 03:24,72
Pashan,Pune,18.642104,73.86311,moderate,medium,high,True,30,5,theft,2026-10-12 11:46,45
Pimpri,Pune,18.465117,73.783133,moderate,high,high,False,28,2,none,2026-08-08 04:51,46
Hadapsar,Pune,18.461627,73.819419,moderate,medium,high,False,4,7,none,2026-05-26 07:34,31
Viman Nagar,Pune,18.62624,73.863348,good,medium,medium,True,22,5,theft,2026-05-07 09:45,70
Kharadi,Pune,18.61753,73.708555,moderate,medium,medium,False,19,3,robbery,2026-10-19 05:46,58
Aundh,Pune,18.457365,73.913529,moderate,low,medium,True,3,2,harassment,2026-04-19 13:07,54
Chinchwad,Pune,18.628357,73.7391,poor,high,high,False,35,5,none,2026-11-09 12:38,27
Chinchwad,Pune,18.49442,73.806513,poor,low,low,False,40,7,theft,2026-04-15 18:05,36
Kothrud,Pune,18.591389,73.808578,poor,high,low,True,14,1,none,2026-11-01 05:23,77
Pashan,Pune,18.521093,73.775276,good,low,high,False,17,5,snatching,2026-09-09 13:57,32
Baner,Pune,18.47781,73.700285,poor,medium,high,False,39,0,harassment,2026-04-22 04:42,42
Wakad,Pune,18.622438,73.744618,good,low,low,False,32,4,none,2026-09-22 08:16,65
Yerwada,Pune,18.530454,73.769599,poor,high,high,True,11,4,snatching,2026-07-31 18:17,38
Hadapsar,Pune,18.48739,73.948593,moderate,high,low,False,36,3,snatching,2026-04-01 04:55,73
MG Road,Pune,18.612349,73.760783,poor,low,medium,False,17,0,robbery,2026-06-25 04:44,42
Aundh,Pune,18.564526,73.746869,poor,high,high,False,22,2,none,2026-10-10 19:07,36
Aundh,Pune,18.467404,73.83437,moderate,low,medium,True,28,7,none,2026-02-02 11:15,39
Camp,Pune,18.572729,73.8629,moderate,low,low,False,20,6,theft,2026-04-24 22:52,49
Kharadi,Pune,18.623086,73.816169,moderate,medium,low,False,39,2,harassment,2026-04-08 05:47,76
Aundh,Pune,18.583904,73.744474,good,high,low,False,3,6,snatching,2026-02-05 02:04,74
Pimpri,Pune,18.500067,73.925657,poor,medium,high,True,36,0,theft,2026-04-21 02:59,50
Hinjewadi,Pune,18.450171,73.868396,good,low,medium,True,1,3,robbery,2026-10-04 01:20,61
Baner,Pune,18.533736,73.819078,good,high,low,False,40,3,none,2026-05-25 18:58,83
Pashan,Pune,18.55244,73.818137,good,high,low,False,28,8,theft,2026-02-11 14:40,68
Hinjewadi,Pune,18.616877,73.753441,moderate,medium,high,False,37,4,harassment,2026-05-23 18:46,40
Kothrud,Pune,18.488512,73.933059,moderate,low,medium,True,35,1,robbery,2026-10-05 16:16,57
Chinchwad,Pune,18.45982,73.876675,moderate,high,high,True,13,0,snatching,2026-07-13 23:02,60
Yerwada,Pune,18.608939,73.719121,good,low,low,False,39,0,none,2026-09-06 06:49,77
Kharadi,Pune,18.504175,73.874694,good,high,high,False,37,2,robbery,2026-12-03 16:09,56
Hadapsar,Pune,18.500106,73.715062,poor,low,medium,True,31,1,harassment,2026-02-19 09:07,47
Pashan,Pune,18.590011,73.718347,moderate,low,high,False,30,8,snatching,2026-06-07 08:30,13
Yerwada,Pune,18.54038,73.916348,moderate,high,medium,True,29,7,robbery,2026-07-14 11:06,54
Shivaji Nagar,Pune,18.529852,73.726896,good,high,high,False,18,3,none,2026-10-25 05:24,53
Kothrud,Pune,18.588107,73.880095,good,medium,low,False,33,8,robbery,2026-04-18 00:03,68
Kharadi,Pune,18.618945,73.809628,moderate,high,low,True,31,0,theft,2026-03-10 20:43,90
Kharadi,Pune,18.478079,73.86348,poor,low,high,False,1,3,harassment,2026-10-27 14:45,18
Hadapsar,Pune,18.553247,73.871354,moderate,low,medium,True,6,2,snatching,2026-11-22 04:32,54
Baner,Pune,18.482688,73.884425,moderate,high,high,False,13,8,theft,2026-06-29 04:55,28
Pimpri,Pune,18.608433,73.830047,good,high,medium,False,6,5,robbery,2026-03-08 12:36,62
Viman Nagar,Pune,18.536168,73.922761,moderate,low,medium,True,8,8,theft,2026-02-10 13:07,36
Pashan,Pune,18.530451,73.917478,moderate,high,low,False,38,2,snatching,2026-07-21 18:00,76
Chinchwad,Pune,18.563411,73.753515,good,medium,high,True,21,8,theft,2026-02-20 22:18,46
Aundh,Pune,18.545046,73.748219,moderate,low,high,True,39,7,theft,2026-06-14 11:31,24
Hadapsar,Pune,18.546095,73.812471,poor,low,high,False,29,4,harassment,2026-03-24 03:33,15
Pashan,Pune,18.640686,73.753479,poor,low,medium,False,40,5,robbery,2026-10-03 14:23,27
Yerwada,Pune,18.454389,73.843307,good,high,medium,True,5,1,theft,2026-06-14 11:14,82
Chinchwad,Pune,18.521611,73.880036,good,high,high,True,39,1,robbery,2026-03-28 22:46,67
Chinchwad,Pune,18.576518,73.830562,poor,low,medium,False,25,6,snatching,2026-02-03 23:55,24
MG Road,Pune,18.604597,73.939682,good,medium,medium,False,33,8,harassment,2026-03-28 14:15,53
Viman Nagar,Pune,18.649933,73.90756,good,high,high,True,28,2,theft,2026-04-20 02:37,64
Wakad,Pune,18.612916,73.89313,moderate,medium,high,False,11,5,none,2026-06-25 07:08,37
Kharadi,Pune,18.473969,73.764057,good,medium,high,False,16,4,snatching,2026-02-05 05:42,50
Pashan,Pune,18.59627,73.863245,good,medium,high,False,39,3,none,2026-03-30 12:39,53
Hadapsar,Pune,18.566071,73.92437,good,high,low,True,25,5,none,2026-08-20 11:03,85
Wakad,Pune,18.578202,73.756722,good,high,medium,False,11,5,none,2026-05-21 21:32,62
Chinchwad,Pune,18.525689,73.906068,moderate,low,low,True,38,5,robbery,2026-02-24 00:00,60
Camp,Pune,18.596947,73.78321,good,medium,low,False,22,8,robbery,2026-07-23 15:49,68
MG Road,Pune,18.646547,73.821764,good,high,low,True,32,7,robbery,2026-09-15 03:31,79
Pimpri,Pune,18.515614,73.87257,poor,high,medium,False,35,0,snatching,2026-08-08 13:06,57
Hinjewadi,Pune,18.579157,73.899839,good,high,low,True,4,5,harassment,2026-02-28 20:03,85
Hadapsar,Pune,18.591856,73.887322,poor,low,low,True,33,0,harassment,2026-11-21 22:28,65
Kothrud,Pune,18.526546,73.930029,good,medium,high,False,0,5,robbery,2026-04-08 19:05,47
Kothrud,Pune,18.596761,73.897952,moderate,medium,high,False,40,3,theft,2026-04-01 15:43,43
MG Road,Pune,18.566608,73.838867,poor,medium,medium,False,22,1,robbery,2026-08-02 13:27,54
Kharadi,Pune,18.6384,73.800376,good,high,high,False,40,3,harassment,2026-06-05 18:25,53
Wakad,Pune,18.64285,73.904125,poor,medium,low,False,3,1,harassment,2026-03-08 13:56,69
Wakad,Pune,18.52735,73.71546,good,high,medium,False,15,1,none,2026-01-11 22:50,74
Pashan,Pune,18.498883,73.94984,poor,high,medium,True,21,0,theft,2026-02-16 14:27,65
Shivaji Nagar,Pune,18.55928,73.911388,good,low,low,True,23,3,robbery,2026-04-01 02:14,76
Pashan,Pune,18.641056,73.823523,poor,low,medium,False,30,3,robbery,2026-12-10 09:18,33
Hinjewadi,Pune,18.581783,73.947235,poor,medium,high,True,13,7,robbery,2026-05-15 01:11,29
Kothrud,Pune,18.621998,73.755845,poor,high,medium,True,9,8,snatching,2026-02-19 08:42,41
Shivaji Nagar,Pune,18.537565,73.928149,poor,high,medium,True,26,8,harassment,2026-09-26 13:43,41
Hadapsar,Pune,18.580427,73.708827,moderate,high,low,True,17,7,theft,2026-05-06 22:55,69
Shivaji Nagar,Pune,18.456755,73.940904,moderate,low,medium,False,34,0,theft,2026-11-14 05:33,52
Aundh,Pune,18.638491,73.755893,poor,low,low,False,34,4,none,2026-05-10 05:29,45
Baner,Pune,18.575969,73.78558,good,high,medium,True,11,6,snatching,2026-02-25 00:06,67
Shivaji Nagar,Pune,18.557659,73.917514,moderate,high,high,False,13,4,snatching,2026-09-09 02:35,40
Viman Nagar,Pune,18.537454,73.792186,good,low,high,False,27,7,none,2026-06-27 18:01,26
Wakad,Pune,18.509473,73.706961,poor,low,medium,True,26,1,theft,2026-05-09 13:43,47
Shivaji Nagar,Pune,18.605301,73.895073,good,low,medium,True,0,7,harassment,2026-02-25 02:57,49
Chinchwad,Pune,18.603182,73.907166,moderate,medium,low,False,11,3,robbery,2026-08-23 16:44,73
MG Road,Pune,18.488621,73.888913,good,low,medium,True,31,2,harassment,2026-07-09 22:38,64
Chinchwad,Pune,18.549644,73.800261,moderate,high,medium,False,5,5,theft,2026-03-21 18:17,52
Chinchwad,Pune,18.616034,73.932602,good,low,high,False,19,2,theft,2026-08-26 01:00,41
Aundh,Pune,18.630542,73.708948,good,low,medium,False,23,4,robbery,2026-11-18 20:53,50
Chinchwad,Pune,18.605178,73.764889,good,high,medium,False,10,3,robbery,2026-11-06 21:13,68
Pimpri,Pune,18.473138,73.865043,moderate,medium,high,True,11,2,snatching,2026-01-16 23:30,54
Wakad,Pune,18.535911,73.922512,poor,medium,high,False,31,3,robbery,2026-03-14 12:39,33
Chinchwad,Pune,18.533716,73.793806,poor,medium,medium,True,34,8,snatching,2026-06-20 21:52,41
Aundh,Pune,18.492128,73.834873,poor,high,medium,True,3,6,theft,2026-04-02 21:20,47
Pashan,Pune,18.527845,73.87086,moderate,medium,low,True,14,2,harassment,2026-08-05 16:00,84
Hadapsar,Pune,18.566636,73.824657,good,high,low,False,32,8,robbery,2026-05-11 23:05,68
Wakad,Pune,18.566303,73.910079,moderate,medium,medium,True,27,0,snatching,2026-03-04 22:20,75
MG Road,Pune,18.621472,73.720579,moderate,high,medium,False,38,6,none,2026-08-05 20:31,49
Pimpri,Pune,18.51858,73.808966,poor,high,high,True,0,8,snatching,2026-07-27 18:49,26
Pashan,Pune,18.544614,73.892604,good,high,low,False,0,6,snatching,2026-06-04 04:36,74
Kothrud,Pune,18.613487,73.824777,good,low,low,False,4,3,theft,2026-10-19 07:40,68
Viman Nagar,Pune,18.614091,73.833866,moderate,low,medium,False,0,4,none,2026-10-02 00:38,40
Yerwada,Pune,18.621983,73.784907,poor,medium,high,False,24,0,robbery,2026-03-05 08:25,42
Camp,Pune,18.570897,73.707822,good,medium,high,True,39,6,robbery,2026-05-20 03:39,52
Shivaji Nagar,Pune,18.511113,73.775494,good,high,medium,False,5,2,snatching,2026-03-14 07:44,71
Yerwada,Pune,18.5845,73.885361,good,high,high,True,40,8,snatching,2026-09-09 22:54,46
Shivaji Nagar,Pune,18.606288,73.804378,moderate,high,high,True,28,6,robbery,2026-06-16 04:17,42
Hinjewadi,Pune,18.520581,73.736071,good,high,low,False,13,6,theft,2026-01-25 11:35,74
Wakad,Pune,18.54225,73.897575,good,medium,medium,True,23,6,robbery,2026-04-22 13:16,67
Pimpri,Pune,18.64769,73.766295,good,low,high,False,17,3,theft,2026-05-09 02:02,38
Hinjewadi,Pune,18.48299,73.851562,good,low,medium,True,32,7,snatching,2026-06-11 06:17,49
Baner,Pune,18.521406,73.880929,good,low,high,True,10,0,theft,2026-11-06 01:00,55
Shivaji Nagar,Pune,18.580969,73.881672,good,low,medium,False,33,2,none,2026-12-02 15:32,56
Shivaji Nagar,Pune,18.483464,73.882307,poor,medium,low,False,29,2,none,2026-09-03 05:47,66
Wakad,Pune,18.467448,73.927647,good,medium,high,True,10,5,harassment,2026-08-14 06:11,55
Baner,Pune,18.492072,73.73693,poor,low,high,True,32,7,none,2026-09-09 02:43,14
Shivaji Nagar,Pune,18.574294,73.844952,good,high,medium,False,30,6,harassment,2026-07-26 04:46,59
MG Road,Pune,18.555019,73.848896,good,medium,high,False,33,2,snatching,2026-06-16 09:06,56
Hadapsar,Pune,18.518339,73.864841,poor,medium,low,False,4,2,harassment,2026-09-29 07:58,66
Baner,Pune,18.612245,73.796809,moderate,high,low,False,33,2,robbery,2026-05-06 14:39,76
Pashan,Pune,18.453634,73.78758,poor,low,medium,False,36,3,theft,2026-07-20 21:01,33
Wakad,Pune,18.586245,73.75109,moderate,high,high,True,24,7,snatching,2026-01-01 20:31,39
Shivaji Nagar,Pune,18.614057,73.76468,good,high,medium,False,37,8,snatching,2026-04-09 12:17,53
Shivaji Nagar,Pune,18.510097,73.832185,good,low,low,True,31,5,harassment,2026-10-02 17:04,70
Pimpri,Pune,18.58124,73.773429,moderate,low,high,True,9,0,none,2026-07-09 01:38,45
Kothrud,Pune,18.6169,73.721405,moderate,low,medium,False,0,3,theft,2026-05-01 21:09,43
Pashan,Pune,18.465684,73.731741,good,medium,high,True,32,2,none,2026-09-29 06:18,64
Hadapsar,Pune,18.53951,73.859262,poor,high,high,False,31,0,theft,2026-09-08 06:25,42
Aundh,Pune,18.460688,73.804574,poor,low,medium,True,21,7,none,2026-04-03 17:59,29
Baner,Pune,18.570434,73.777851,poor,medium,low,True,31,0,theft,2026-11-27 22:31,80
Chinchwad,Pune,18.614906,73.902957,moderate,low,medium,True,21,7,robbery,2026-09-19 23:59,39
Kothrud,Pune,18.608747,73.945169,good,high,high,True,23,7,theft,2026-01-18 15:45,49
Yerwada,Pune,18.456811,73.900148,poor,low,medium,False,17,4,none,2026-02-13 11:41,30
Kothrud,Pune,18.611312,73.754947,moderate,medium,low,True,19,7,harassment,2026-05-28 04:51,69
MG Road,Pune,18.476634,73.814857,poor,low,high,False,36,4,snatching,2026-07-25 08:01,15
Camp,Pune,18.568688,73.761359,poor,medium,high,True,13,8,theft,2026-03-21 01:31,26
Kothrud,Pune,18.594484,73.775251,good,low,medium,True,30,2,none,2026-11-01 06:48,64
Pimpri,Pune,18.468819,73.722225,poor,high,high,False,10,6,harassment,2026-07-27 10:45,24
